Age,Gender,Education Level,Job Title,Years of Experience,Salary
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
32.0,Female,Master's Degree,Marketing Manager,8.0,120000.0
27.0,Male,Bachelor's Degree,Product Manager,2.0,65000.0
28.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000.0
29.0,Male,Bachelor's Degree,Product Manager,5.0,80000.0
31.0,Female,Bachelor's Degree,Marketing Manager,7.0,100000.0
33.0,Female,Master's Degree,Marketing Manager,8.0,120000.0
25.0,Female,High School,Customer Service Representative,1.0,30000.0
39.0,Female,Bachelor's Degree,Financial Manager,15.0,200000.0
32.0,Female,Bachelor's Degree,Product Manager,7.0,110000.0
24.0,Male,High School,Delivery Driver,0.0,28000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,210000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
27.0,Male,phD,Marketing Coordinator,7.0,120000.0
28.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000.0
27.0,Female,Bachelor's Degree,Product Manager,2.0,65000.0
29.0,Female,Bachelor's Degree,Product Manager,5.0,80000.0
31.0,Female,Bachelor's Degree,Marketing Manager,7.0,100000.0
33.0,Female,Master's Degree,Marketing Manager,8.0,120000.0
25.0,Female,High School,Customer Service Representative,1.0,30000.0
39.0,Female,Bachelor's Degree,Financial Manager,15.0,200000.0
32.0,Female,Bachelor's Degree,Product Manager,7.0,110000.0
24.0,Male,High School,Delivery Driver,0.0,28000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,210000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
28.0,Female,Bachelor's Degree,Product Manager,3.0,70000.0
30.0,Female,Bachelor's Degree,Product Manager,5.0,85000.0
32.0,Female,Bachelor's Degree,Marketing Manager,8.0,115000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Female,High School,Customer Service Representative,1.0,30000.0
40.0,Female,Bachelor's Degree,Financial Manager,15.0,210000.0
32.0,Female,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Male,High School,Delivery Driver,0.0,28000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
32.0,Female,Bachelor's Degree,Marketing Manager,7.0,120000.0
33.0,Female,Master's Degree,Product Manager,8.0,135000.0
24.0,Male,High School,Delivery Driver,0.0,28000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0
29.0,Male,Bachelor's Degree,Sales Associate,2.0,45000.0
45.0,Female,Master's Degree,Sales Manager,8.0,80000.0
37.0,Male,PhD,Marketing Manager,7.0,90000.0
23.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,Bachelor's Degree,Financial Manager,12.0,120000.0
26.0,Female,Bachelor's Degree,Digital Marketing Manager,4.0,60000.0
33.0,Male,Master's Degree,Content Marketing Manager,5.0,70000.0
28.0,Female,High School,Sales Representative,3.0,40000.0
50.0,Male,PhD,Senior Product Marketing Manager,15.0,150000.0
35.0,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000.0
42.0,Male,Master's Degree,Director of Marketing,13.0,130000.0
27.0,Female,Bachelor's Degree,Sales Associate,1.0,35000.0
48.0,Male,PhD,Sales Director,18.0,180000.0
31.0,Female,High School,Financial Manager,4.0,60000.0
36.0,Male,Bachelor's Degree,Sales Manager,6.0,75000.0
25.0,Female,Master's Degree,Digital Marketing Manager,3.0,50000.0
39.0,Male,PhD,Marketing Manager,10.0,100000.0
30.0,Female,High School,Sales Executive,2.0,40000.0
44.0,Male,Bachelor's Degree,Content Marketing Manager,11.0,110000.0
29.0,Female,Master's Degree,Sales Representative,4.0,55000.0
47.0,Male,PhD,Senior Product Marketing Manager,17.0,170000.0
32.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0
38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0
24.0,Female,High School,Sales Associate,1.0,35000.0
40.0,Male,PhD,Sales Director,14.0,140000.0
34.0,Female,Bachelor's Degree,Financial Manager,5.0,70000.0
26.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0
31.0,Female,PhD,Marketing Manager,6.0,75000.0
27.0,Male,High School,Sales Executive,2.0,40000.0
43.0,Female,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
28.0,Male,Master's Degree,Sales Representative,2.0,40000.0
46.0,Female,PhD,Senior Product Marketing Manager,16.0,160000.0
33.0,Male,Bachelor's Degree,Junior Sales Representative,4.0,55000.0
39.0,Female,Master's Degree,Director of Marketing,10.0,100000.0
25.0,Male,High School,Sales Associate,1.0,35000.0
41.0,Female,Bachelor's Degree,Sales Manager,8.0,80000.0
35.0,Male,PhD,Marketing Manager,7.0,90000.0
23.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0
42.0,Male,Master's Degree,Financial Manager,13.0,130000.0
26.0,Female,Bachelor's Degree,Digital Marketing Manager,4.0,60000.0
32.0,Male,Master's Degree,Content Marketing Manager,5.0,70000.0
27.0,Female,High School,Sales Representative,3.0,40000.0
50.0,Male,PhD,Senior Product Marketing Manager,15.0,150000.0
36.0,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000.0
48.0,Male,Master's Degree,Director of Marketing,18.0,180000.0
31.0,Female,High School,Sales Associate,2.0,40000.0
29.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
45.0,Female,PhD,Financial Manager,12.0,120000.0
25.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0
37.0,Female,Bachelor's Degree,Marketing Manager,7.0,90000.0
23.0,Male,High School,Sales Executive,1.0,35000.0
41.0,Female,Bachelor's Degree,Content Marketing Manager,11.0,110000.0
26.0,Male,Master's Degree,Sales Representative,3.0,45000.0
33.0,Female,PhD,Senior Product Marketing Manager,5.0,70000.0
28.0,Male,Bachelor's Degree,Junior Sales Representative,1.0,30000.0
42.0,Female,Master's Degree,Director of Marketing,13.0,130000.0
27.0,Male,High School,Financial Manager,4.0,60000.0
50.0,Female,Bachelor's Degree,Sales Manager,15.0,150000.0
35.0,Male,PhD,Marketing Manager,8.0,80000.0
24.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0
46.0,Male,Master's Degree,Content Marketing Manager,16.0,160000.0
29.0,Female,High School,Sales Representative,2.0,40000.0
47.0,Male,PhD,Senior Product Marketing Manager,17.0,170000.0
31.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0
38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0
25.0,Female,High School,Sales Associate,1.0,35000.0
39.0,Male,Bachelor's Degree,Sales Director,10.0,100000.0
33.0,Female,PhD,Financial Manager,5.0,70000.0
27.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0
43.0,Female,Bachelor's Degree,Marketing Manager,12.0,120000.0
28.0,Male,High School,Sales Executive,2.0,40000.0
31.0,Male,Bachelor's Degree,Sales Associate,3.0,50000.0
46.0,Female,Master's Degree,Marketing Manager,14.0,140000.0
27.0,Male,High School,Sales Executive,2.0,40000.0
38.0,Female,Bachelor's Degree,Financial Manager,10.0,100000.0
24.0,Male,PhD,Digital Marketing Manager,1.0,30000.0
33.0,Female,Master's Degree,Content Marketing Manager,6.0,75000.0
29.0,Male,High School,Sales Representative,2.0,40000.0
50.0,Female,Bachelor's Degree,Sales Manager,18.0,180000.0
35.0,Male,PhD,Senior Product Marketing Manager,8.0,80000.0
23.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0
41.0,Male,Master's Degree,Director of Marketing,12.0,120000.0
26.0,Female,High School,Financial Manager,3.0,45000.0
32.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0
27.0,Female,PhD,Marketing Manager,4.0,55000.0
43.0,Male,Master's Degree,Content Marketing Manager,16.0,160000.0
28.0,Female,Bachelor's Degree,Sales Representative,2.0,40000.0
47.0,Male,PhD,Senior Product Marketing Manager,17.0,170000.0
31.0,Female,High School,Junior Sales Representative,3.0,40000.0
38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0
25.0,Female,High School,Sales Associate,1.0,35000.0
39.0,Male,Bachelor's Degree,Sales Manager,11.0,110000.0
33.0,Female,PhD,Financial Manager,6.0,75000.0
27.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0
43.0,Female,Bachelor's Degree,Marketing Manager,12.0,120000.0
28.0,Male,High School,Sales Executive,2.0,40000.0
50.0,Female,Master's Degree,Content Marketing Manager,15.0,150000.0
36.0,Male,Bachelor's Degree,Sales Representative,5.0,70000.0
48.0,Female,PhD,Senior Product Marketing Manager,19.0,190000.0
31.0,Male,High School,Junior Sales Representative,3.0,40000.0
29.0,Female,Bachelor's Degree,Sales Director,6.0,75000.0
45.0,Male,Master's Degree,Director of Marketing,14.0,140000.0
25.0,Female,High School,Sales Associate,1.0,35000.0
41.0,Male,Bachelor's Degree,Financial Manager,12.0,120000.0
35.0,Female,PhD,Marketing Manager,8.0,80000.0
23.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0
42.0,Female,Master's Degree,Sales Manager,13.0,130000.0
26.0,Male,High School,Digital Marketing Manager,2.0,40000.0
32.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0
27.0,Male,PhD,Sales Representative,4.0,55000.0
50.0,Female,Master's Degree,Senior Product Marketing Manager,18.0,180000.0
36.0,Male,Bachelor's Degree,Junior Sales Representative,3.0,45000.0
48.0,Female,PhD,Director of Marketing,19.0,190000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
